clip_id,duration_sec,tempo,beat_count,beat_rate,beat_interval_mean,beat_interval_std,rhythm_regularity,onset_rate,rms_energy_mean,rms_energy_std,rms_energy_range,rms_energy_slope,loudness_db_mean,loudness_db_std,loudness_db_range,loudness_db_p10,loudness_db_p90,quiet_fraction,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_slope,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_contrast_mean,spectral_contrast_std,onset_strength_mean,onset_strength_std,mode_major,mode_confidence,key_pitch_class,major_key_correlation,minor_key_correlation,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13
clip_001,30.018979591836736,117.45383522727273,59.0,1.9654232356400372,0.4960262725779967,0.03528028353265011,0.9335971236814499,5.996206481613672,0.21660993993282318,0.06604353338479996,0.33269429206848145,1.1865022208583092e-05,-13.736930847167969,2.9059300422668457,14.85216236114502,-17.92177391052246,-10.310914039611816,0.0,0.0415420473221191,0.020003438988200593,2285.4636713783007,843.73604417072,-0.020719473427496318,3154.017705167601,679.9655566421767,4661.996764428654,2100.234451269802,19.682528711968807,7.676598366147036,1.1939213275909424,0.8084326982498169,1.0,0.1408553783499481,11.0,0.7016804890459332,0.5608251106959851,0.3665145933628082,0.38861361145973206,0.3330133259296417,0.42701083421707153,0.47407227754592896,0.3854276239871979,0.41377243399620056,0.3325751721858978,0.40911436080932617,0.3114447593688965,0.31647467613220215,0.4200700521469116,-122.62919616699219,156.99301147460938,-20.900148391723633,37.67217254638672,-0.7386075258255005,21.947792053222656,-8.436861991882324,17.448204040527344,-1.768259048461914,2.613866090774536,3.7397117614746094,5.39624547958374,-0.3340291678905487,38.32827377319336,27.106578826904297,14.866645812988281,13.384744644165039,14.449203491210938,10.987703323364258,11.5857515335083,9.650604248046875,8.69158935546875,8.688685417175293,10.450439453125,9.602253913879395,8.106316566467285
clip_002,30.02199546485261,147.65625,67.0,2.2316970928344295,0.40353466639180924,0.013864466396704337,0.9667836722513529,4.263540714668761,0.2799799144268036,0.04645233601331711,0.3058664798736572,1.2383943537140847e-05,-11.17074203491211,1.3881365060806274,10.656791687011719,-12.729578018188477,-9.034647941589355,0.0,0.0958105619803751,0.0328740713227863,4777.511570531662,1168.36233606866,-0.61794605677023,5261.397948429722,927.0517355843999,11049.772343115574,2976.272026510555,15.158869564228677,4.746301597488821,1.0262504816055298,0.5462936162948608,1.0,0.16127497501621846,1.0,0.6665058113119608,0.5052308362957424,0.5963326692581177,0.7527348399162292,0.5408673882484436,0.5136284232139587,0.4761815071105957,0.5131081342697144,0.47176891565322876,0.5078246593475342,0.5496399998664856,0.4435673952102661,0.5055594444274902,0.5015838742256165,-4.715766429901123,98.1280288696289,-1.0235309600830078,26.25044059753418,9.841631889343262,16.10688591003418,-2.427028179168701,5.323899269104004,-0.8114155530929565,7.722053527832031,-0.6453239917755127,3.919405221939087,1.002682089805603,26.739198684692383,26.53054428100586,15.231666564941406,12.41995620727539,9.813594818115234,6.6476054191589355,6.304530620574951,6.330435752868652,6.058703899383545,5.544205188751221,5.342771530151367,5.266721725463867,5.297050476074219
clip_003,29.92907029478458,93.96306818181819,43.0,1.4367302283857828,0.6493294460641399,0.04667379056444698,0.9329402679353431,3.5417070746254184,0.1716463714838028,0.07266787439584732,0.29907524585723877,8.89090563662499e-07,-16.4046688079834,4.785844326019287,20.384010314941406,-24.282798767089844,-11.958006858825684,0.0,0.034489172202288594,0.032215564237382234,1682.2505814208948,941.5994856782886,0.03395920660172605,2397.0756704758282,705.9443720447729,2939.382458694967,2064.7081584409107,22.02475819640637,8.648595564941267,0.9153743982315063,0.7783987522125244,0.0,0.12081311056673583,1.0,0.50480214137167,0.6256152519384058,0.3005220592021942,0.43097928166389465,0.29709726572036743,0.19319406151771545,0.3087095320224762,0.2819419205188751,0.3317070007324219,0.2656616270542145,0.2900143563747406,0.26927414536476135,0.25437435507774353,0.30583706498146057,-204.7540283203125,182.36802673339844,-10.757563591003418,15.624951362609863,-11.233000755310059,12.149656295776367,-15.451532363891602,-3.7998077869415283,-1.9190833568572998,-9.476999282836914,-2.6515958309173584,-6.142853260040283,-13.529865264892578,57.10188293457031,29.016998291015625,24.629261016845703,21.919633865356445,18.453765869140625,12.624213218688965,11.715348243713379,9.407995223999023,8.781464576721191,9.675277709960938,10.429981231689453,8.563359260559082,7.604190349578857
clip_004,30.000544217687075,86.1328125,44.0,1.4666400609512753,0.6936286452565522,0.03731466951471619,0.9489499818102954,5.133240213329463,0.34190961718559265,0.08889643847942352,0.580441415309906,4.341766412548139e-06,-9.687634468078613,2.7966513633728027,26.009206771850586,-12.547212600708008,-6.861356258392334,0.0,0.05174534574468085,0.029791403394589897,2888.9763249220605,903.2617858397693,-0.03626784792702978,3542.7099332765133,605.3392785613922,6067.640137663201,1587.3065059647483,17.189886918120195,7.288704644046334,1.159437894821167,1.0842094421386719,0.0,0.08909689675363014,5.0,0.3650193615178201,0.45411625827145025,0.5141756534576416,0.4240771234035492,0.46585798263549805,0.6086974740028381,0.5299245119094849,0.6613231301307678,0.4727427661418915,0.48608866333961487,0.3920520544052124,0.35486289858818054,0.3966819643974304,0.3824305534362793,-56.40851593017578,131.39971923828125,-27.32323455810547,52.718170166015625,-7.170202255249023,18.25695037841797,1.3740769624710083,12.994233131408691,5.089117050170898,5.290777206420898,6.443491458892822,10.426191329956055,8.760102272033691,43.59491729736328,27.2769775390625,16.28904151916504,13.78345775604248,12.827841758728027,11.707520484924316,11.380204200744629,8.90747356414795,8.035173416137695,7.270853042602539,7.356086254119873,7.951707363128662,6.551322937011719
clip_005,29.92907029478458,0.0,0.0,0.0,0.0,0.0,0.0,14.200240629394365,0.11411388963460922,0.034876804798841476,0.2200484424829483,1.1508689696464416e-06,-19.161273956298828,2.1859290599823,14.818848609924316,-21.230894088745117,-16.821197509765625,0.0,0.017345159159231963,0.004376005929147149,515.2874634185637,67.94887036570162,0.010853651126805529,557.7762606783663,98.34176348432386,885.4673635691428,129.71899086383783,17.754665651579256,6.292066135649194,0.5781181454658508,0.15322105586528778,1.0,0.003143031344587932,5.0,0.6530763092128304,0.6499332778682425,0.5846623182296753,0.47227251529693604,0.4573433995246887,0.4200151562690735,0.6306328773498535,0.7155504822731018,0.4950110614299774,0.32945263385772705,0.3657054305076599,0.6508318185806274,0.4295695424079895,0.3325679898262024,-313.1773376464844,250.11465454101562,68.12549591064453,-23.157625198364258,-4.683112144470215,20.39021110534668,4.389352321624756,-12.812039375305176,-5.888628959655762,2.9134292602539062,-0.4489564597606659,-3.1024463176727295,1.5318225622177124,11.060385704040527,7.520603656768799,9.315730094909668,7.888831615447998,8.392168998718262,6.2477006912231445,7.001676082611084,6.129642009735107,5.725811004638672,5.151416301727295,5.3862481117248535,4.61696195602417,4.935234069824219
clip_006,30.00371882086168,135.99917763157896,67.0,2.233056522094011,0.43994777709063426,0.02859098937035846,0.9389783910810318,7.165778391794214,0.208604633808136,0.17768584191799164,0.7172321081161499,0.00011305853473055701,-20.330406188964844,14.929055213928223,80.0,-43.52111053466797,-7.217864513397217,0.08936170212765958,0.04963317516924565,0.06124931304225812,2401.623068313129,1680.0956347691338,-0.8438189509751512,3016.759211346246,1050.0133136163172,4727.983351214942,3436.2795847954567,18.092498936606685,8.83845067071831,1.3423216342926025,1.585628867149353,0.0,0.08668664924609676,11.0,0.12635202594558803,0.2130386751916848,0.6321646571159363,0.6270323395729065,0.6131556630134583,0.5744547843933105,0.46768975257873535,0.4340467154979706,0.42789384722709656,0.4554210603237152,0.48074811697006226,0.5461693406105042,0.6185519695281982,0.6360764503479004,-246.47621154785156,108.0737075805664,1.4761507511138916,37.5906867980957,13.426107406616211,20.398317337036133,1.8007159233093262,5.844171524047852,-8.667265892028809,-2.53096866607666,1.2823474407196045,-9.342850685119629,-3.6846840381622314,98.65301513671875,47.202030181884766,38.88755798339844,30.470144271850586,26.487255096435547,20.420665740966797,20.024675369262695,16.537939071655273,20.06076431274414,15.03699016571045,14.64046859741211,16.290218353271484,12.993560791015625
clip_007,30.000453514739228,129.19921875,64.0,2.1333010838838415,0.46790051470323574,0.01663066841280307,0.9656767840908596,5.399918368580974,0.17981982231140137,0.04473750665783882,0.2959012985229492,-7.01689223418396e-06,-15.199787139892578,2.3473262786865234,15.478889465332031,-18.68977928161621,-12.588720321655273,0.0,0.04567120255077369,0.03575538512475762,2691.335725730489,1217.9747682146124,-0.02180207668781463,3477.762822752946,740.1689896917712,5886.311408214458,2677.3045983593356,18.325818205045,6.008509146766833,1.1536929607391357,1.125284194946289,1.0,0.16256720433548516,4.0,0.6371275783133861,0.4745603739779009,0.43821999430656433,0.4782143831253052,0.4226647913455963,0.49444469809532166,0.5610100626945496,0.49868854880332947,0.47222524881362915,0.4369804561138153,0.5651236176490784,0.6528852581977844,0.5044997334480286,0.5285795331001282,-140.67686462402344,140.33474731445312,-8.99003791809082,53.49556350708008,-8.194907188415527,26.16771125793457,-2.5209572315216064,11.597076416015625,1.4019588232040405,7.954960823059082,2.5580759048461914,3.3084869384765625,-4.751689434051514,52.11560821533203,33.587738037109375,16.880720138549805,15.275809288024902,14.292902946472168,11.632701873779297,9.779717445373535,8.77627944946289,8.168631553649902,8.452679634094238,8.143036842346191,9.455079078674316,6.670276641845703
clip_008,29.92907029478458,172.265625,81.0,2.7063988023081027,0.34887981859410433,0.01984762891294049,0.9461726295475703,2.7398111332007953,0.0579601489007473,0.03912128508090973,0.18909795582294464,-1.2264733772071822e-05,-27.290307998657227,7.506495952606201,35.46961975097656,-39.15479278564453,-18.915199279785156,0.024437548487199378,0.02293008903461986,0.005401784444035015,740.8884306348469,143.68729142778153,0.04776904201771091,1186.8393368246047,652.4692053622606,1099.4295556754266,224.0123742565866,22.323227640066733,7.558099634586154,0.4666556417942047,0.6966047883033752,1.0,0.06921147458305615,6.0,0.40025306817123724,0.3310415935881811,0.20564669370651245,0.24198806285858154,0.1457415372133255,0.18522118031978607,0.14424076676368713,0.2017892599105835,0.39034536480903625,0.292246550321579,0.4770914912223816,0.3663316071033478,0.4137657582759857,0.2458006888628006,-395.7874450683594,213.01063537597656,41.70233154296875,-22.706514358520508,-1.5680371522903442,4.659771919250488,-11.609661102294922,-15.59129524230957,-10.434260368347168,-10.62541389465332,-11.548908233642578,-6.776628494262695,-1.9225883483886719,66.21101379394531,49.60612106323242,19.97067642211914,16.257883071899414,13.67519474029541,12.137747764587402,9.67149829864502,9.586485862731934,9.409915924072266,7.497492790222168,6.867453098297119,7.299930095672607,6.3037567138671875
clip_009,29.92907029478458,172.265625,83.0,2.773223464093488,0.3495735855317737,0.01831270543463766,0.9502218324403132,5.479622266401591,0.2063656896352768,0.1284668743610382,0.6513991951942444,8.824608993860712e-05,-15.597138404846191,6.33245325088501,35.370758056640625,-23.65216827392578,-8.410847663879395,0.0,0.07130781340913499,0.06140527115744505,2780.3068637322626,1423.0507308629144,-0.043442170129785546,2958.110689643505,740.9280502324507,5240.987858502231,2496.7579817646574,20.094311267919103,8.972015792905475,1.3694989681243896,1.411306381225586,0.0,0.1453657134611807,2.0,0.40478512681508577,0.5501508402762665,0.4675523042678833,0.5021041035652161,0.6354239583015442,0.49319347739219666,0.4334113895893097,0.41821664571762085,0.38958290219306946,0.3675250709056854,0.4568721055984497,0.5332913994789124,0.518601655960083,0.46306246519088745,-139.94912719726562,135.77102661132812,-35.355125427246094,33.05503845214844,9.638075828552246,19.420921325683594,-11.6320219039917,6.28699254989624,8.639337539672852,-0.6042149066925049,-1.9553736448287964,1.6354421377182007,-0.869437038898468,69.84957122802734,42.430702209472656,26.725101470947266,21.95064926147461,26.058151245117188,17.928152084350586,15.176531791687012,10.788698196411133,14.860238075256348,11.543242454528809,10.139575004577637,12.237369537353516,10.658026695251465
clip_010,30.000453514739228,90.66611842105263,41.0,1.3666460068630861,0.6643809523809523,0.056130818496842975,0.9220959035430343,3.1332859669543924,0.16563881933689117,0.04938287287950516,0.27580830454826355,1.3613816105299337e-06,-16.066545486450195,2.9300031661987305,18.242122650146484,-20.476932525634766,-12.864791870117188,0.0,0.033446226728723404,0.03757899470759129,1868.7768181102563,1358.1618183328726,0.14517904556495695,2687.9480716985067,914.1910951182386,3289.54872234647,2920.992274537183,21.471612201975677,8.401876131225125,1.1469420194625854,1.0936719179153442,0.0,0.030704625807108255,5.0,0.41703632021921905,0.4477409460263273,0.40951940417289734,0.32314205169677734,0.2811616361141205,0.24963100254535675,0.2580311894416809,0.4048723876476288,0.34992605447769165,0.37697887420654297,0.47392624616622925,0.4576459527015686,0.4044841527938843,0.34141480922698975,-221.70010375976562,165.88876342773438,11.24755573272705,29.565715789794922,-13.269657135009766,23.09061050415039,-18.685138702392578,-11.66452407836914,-7.8995232582092285,-4.5650434494018555,-6.411849498748779,-21.101703643798828,-7.42764139175415,63.06435012817383,36.847686767578125,29.27361488342285,21.01288604736328,21.000812530517578,14.976984977722168,12.196858406066895,11.213447570800781,13.139399528503418,9.853109359741211,9.892555236816406,9.29212760925293,8.678257942199707
