user_id,session_id,clip_id,trial_index,rest_start_time,rest_end_time,clip_start_time,clip_end_time,preference,arousal,valence,mood,familiarity,notes
Official_run_1,self_20260531_155844,clip_126,1,2026-05-31T15:58:46.845,2026-05-31T15:59:06.859,2026-05-31T15:59:08.906,2026-05-31T15:59:38.916,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_106,2,2026-05-31T15:59:45.123,2026-05-31T16:00:05.125,2026-05-31T16:00:07.174,2026-05-31T16:00:37.192,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_086,3,2026-05-31T16:00:44.670,2026-05-31T16:01:04.673,2026-05-31T16:01:06.722,2026-05-31T16:01:36.723,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_054,4,2026-05-31T16:01:46.724,2026-05-31T16:02:06.733,2026-05-31T16:02:08.782,2026-05-31T16:02:38.789,,,3,positive,1,
Official_run_1,self_20260531_155844,clip_069,5,2026-05-31T16:02:51.944,2026-05-31T16:03:12.000,2026-05-31T16:03:14.045,2026-05-31T16:03:44.046,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_037,6,2026-05-31T16:03:51.781,2026-05-31T16:04:11.789,2026-05-31T16:04:13.836,2026-05-31T16:04:43.840,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_012,7,2026-05-31T16:04:49.053,2026-05-31T16:05:09.056,2026-05-31T16:05:11.109,2026-05-31T16:05:41.113,,,1,negative,1,
Official_run_1,self_20260531_155844,clip_015,8,2026-05-31T16:05:46.401,2026-05-31T16:06:06.420,2026-05-31T16:06:08.463,2026-05-31T16:06:38.474,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_043,9,2026-05-31T16:06:47.520,2026-05-31T16:07:07.527,2026-05-31T16:07:09.579,2026-05-31T16:07:39.594,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_064,10,2026-05-31T16:07:45.534,2026-05-31T16:08:05.538,2026-05-31T16:08:07.586,2026-05-31T16:08:37.605,,,3,positive,3,
Official_run_1,self_20260531_155844,clip_044,11,2026-05-31T16:08:46.809,2026-05-31T16:09:06.814,2026-05-31T16:09:08.863,2026-05-31T16:09:38.874,,,3,positive,3,
Official_run_1,self_20260531_155844,clip_028,12,2026-05-31T16:09:44.882,2026-05-31T16:10:04.886,2026-05-31T16:10:06.939,2026-05-31T16:10:36.958,,,2,neutral,4,
Official_run_1,self_20260531_155844,clip_130,13,2026-05-31T16:10:43.185,2026-05-31T16:11:03.190,2026-05-31T16:11:05.234,2026-05-31T16:11:35.240,,,2,neutral,2,
Official_run_1,self_20260531_155844,clip_004,14,2026-05-31T16:11:45.152,2026-05-31T16:12:05.163,2026-05-31T16:12:07.211,2026-05-31T16:12:37.218,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_087,15,2026-05-31T16:12:43.124,2026-05-31T16:13:03.132,2026-05-31T16:13:05.183,2026-05-31T16:13:35.198,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_016,16,2026-05-31T16:13:40.587,2026-05-31T16:14:00.589,2026-05-31T16:14:02.639,2026-05-31T16:14:32.656,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_067,17,2026-05-31T16:14:39.259,2026-05-31T16:14:59.265,2026-05-31T16:15:01.309,2026-05-31T16:15:31.312,,,1,negative,5,
Official_run_1,self_20260531_155844,clip_041,18,2026-05-31T16:15:39.752,2026-05-31T16:15:59.767,2026-05-31T16:16:01.820,2026-05-31T16:16:31.839,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_026,19,2026-05-31T16:16:36.566,2026-05-31T16:16:56.610,2026-05-31T16:16:58.659,2026-05-31T16:17:28.698,,,2,neutral,3,
Official_run_1,self_20260531_155844,clip_047,20,2026-05-31T16:17:41.083,2026-05-31T16:18:01.111,2026-05-31T16:18:03.154,2026-05-31T16:18:33.155,,,1,negative,3,
Official_run_1,self_20260531_155844,clip_148,21,2026-05-31T16:18:40.544,2026-05-31T16:19:00.548,2026-05-31T16:19:02.597,2026-05-31T16:19:32.600,,,1,negative,2,
Official_run_1,self_20260531_155844,clip_092,22,2026-05-31T16:19:44.056,2026-05-31T16:20:04.071,2026-05-31T16:20:06.117,2026-05-31T16:20:36.117,,,1,negative,5,
Official_run_1,self_20260531_155844,clip_056,23,2026-05-31T16:20:40.893,2026-05-31T16:21:00.905,2026-05-31T16:21:02.949,2026-05-31T16:21:32.963,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_009,24,2026-05-31T16:21:42.750,2026-05-31T16:22:02.764,2026-05-31T16:22:04.816,2026-05-31T16:22:34.831,,,1,negative,5,
Official_run_1,self_20260531_155844,clip_103,25,2026-05-31T16:22:42.655,2026-05-31T16:23:02.707,2026-05-31T16:23:04.752,2026-05-31T16:23:34.763,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_045,26,2026-05-31T16:23:40.032,2026-05-31T16:24:00.046,2026-05-31T16:24:02.096,2026-05-31T16:24:32.106,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_021,27,2026-05-31T16:24:37.898,2026-05-31T16:24:57.905,2026-05-31T16:24:59.952,2026-05-31T16:25:29.956,,,2,neutral,5,
Official_run_1,self_20260531_155844,clip_003,28,2026-05-31T16:25:58.550,2026-05-31T16:26:18.563,2026-05-31T16:26:20.615,2026-05-31T16:26:50.617,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_107,29,2026-05-31T16:26:56.265,2026-05-31T16:27:16.278,2026-05-31T16:27:18.323,2026-05-31T16:27:48.356,,,2,neutral,4,
Official_run_1,self_20260531_155844,clip_048,30,2026-05-31T16:27:56.014,2026-05-31T16:28:16.029,2026-05-31T16:28:18.077,2026-05-31T16:28:48.080,,,1,negative,3,
Official_run_1,self_20260531_155844,clip_088,31,2026-05-31T16:28:54.104,2026-05-31T16:29:14.153,2026-05-31T16:29:16.201,2026-05-31T16:29:46.228,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_011,32,2026-05-31T16:29:54.265,2026-05-31T16:30:14.271,2026-05-31T16:30:16.334,2026-05-31T16:30:46.382,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_094,33,2026-05-31T16:30:53.135,2026-05-31T16:31:13.154,2026-05-31T16:31:15.205,2026-05-31T16:31:45.205,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_108,34,2026-05-31T16:31:53.848,2026-05-31T16:32:13.856,2026-05-31T16:32:15.902,2026-05-31T16:32:45.908,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_042,35,2026-05-31T16:32:55.006,2026-05-31T16:33:15.011,2026-05-31T16:33:17.057,2026-05-31T16:33:47.060,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_035,36,2026-05-31T16:33:52.294,2026-05-31T16:34:12.301,2026-05-31T16:34:14.349,2026-05-31T16:34:44.368,,,2,neutral,4,
Official_run_1,self_20260531_155844,clip_074,37,2026-05-31T16:34:50.963,2026-05-31T16:35:11.013,2026-05-31T16:35:13.064,2026-05-31T16:35:43.066,,,2,neutral,4,
Official_run_1,self_20260531_155844,clip_147,38,2026-05-31T16:35:57.641,2026-05-31T16:36:17.672,2026-05-31T16:36:19.717,2026-05-31T16:36:49.732,,,1,negative,1,
Official_run_1,self_20260531_155844,clip_110,39,2026-05-31T16:36:57.176,2026-05-31T16:37:17.195,2026-05-31T16:37:19.249,2026-05-31T16:37:49.266,,,1,negative,1,
Official_run_1,self_20260531_155844,clip_023,40,2026-05-31T16:37:54.436,2026-05-31T16:38:14.447,2026-05-31T16:38:16.496,2026-05-31T16:38:46.498,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_072,41,2026-05-31T16:38:54.059,2026-05-31T16:39:14.066,2026-05-31T16:39:16.118,2026-05-31T16:39:46.134,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_146,42,2026-05-31T16:39:52.988,2026-05-31T16:40:12.994,2026-05-31T16:40:15.045,2026-05-31T16:40:45.091,,,1,negative,5,
Official_run_1,self_20260531_155844,clip_132,43,2026-05-31T16:40:50.221,2026-05-31T16:41:10.241,2026-05-31T16:41:12.295,2026-05-31T16:41:42.306,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_090,44,2026-05-31T16:41:50.290,2026-05-31T16:42:10.293,2026-05-31T16:42:12.342,2026-05-31T16:42:42.347,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_001,45,2026-05-31T16:42:51.092,2026-05-31T16:43:11.109,2026-05-31T16:43:13.162,2026-05-31T16:43:43.190,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_149,46,2026-05-31T16:43:48.791,2026-05-31T16:44:08.860,2026-05-31T16:44:10.909,2026-05-31T16:44:40.918,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_038,47,2026-05-31T16:44:46.562,2026-05-31T16:45:06.579,2026-05-31T16:45:08.630,2026-05-31T16:45:38.642,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_121,48,2026-05-31T16:45:47.575,2026-05-31T16:46:07.592,2026-05-31T16:46:09.638,2026-05-31T16:46:39.640,,,3,positive,2,
Official_run_1,self_20260531_155844,clip_093,49,2026-05-31T16:46:46.272,2026-05-31T16:47:06.285,2026-05-31T16:47:08.330,2026-05-31T16:47:38.335,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_097,50,2026-05-31T16:47:42.944,2026-05-31T16:48:02.953,2026-05-31T16:48:05.011,2026-05-31T16:48:35.028,,,1,negative,5,
Official_run_1,self_20260531_155844,clip_140,51,2026-05-31T16:48:40.912,2026-05-31T16:49:00.929,2026-05-31T16:49:02.975,2026-05-31T16:49:32.987,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_118,52,2026-05-31T16:49:38.887,2026-05-31T16:49:58.896,2026-05-31T16:50:00.943,2026-05-31T16:50:30.954,,,2,neutral,4,
Official_run_1,self_20260531_155844,clip_039,53,2026-05-31T16:50:39.684,2026-05-31T16:50:59.735,2026-05-31T16:51:01.782,2026-05-31T16:51:31.802,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_137,54,2026-05-31T16:51:36.459,2026-05-31T16:51:56.463,2026-05-31T16:51:58.512,2026-05-31T16:52:28.515,,,3,positive,1,
Official_run_1,self_20260531_155844,clip_084,55,2026-05-31T16:53:29.777,2026-05-31T16:53:49.784,2026-05-31T16:53:51.835,2026-05-31T16:54:21.841,,,1,negative,4,
Official_run_1,self_20260531_155844,clip_125,56,2026-05-31T16:54:29.113,2026-05-31T16:54:49.116,2026-05-31T16:54:51.170,2026-05-31T16:55:21.188,,,3,positive,4,
Official_run_1,self_20260531_155844,clip_113,57,2026-05-31T16:55:26.866,2026-05-31T16:55:46.882,2026-05-31T16:55:48.939,2026-05-31T16:56:18.964,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_077,58,2026-05-31T16:56:24.459,2026-05-31T16:56:44.460,2026-05-31T16:56:46.508,2026-05-31T16:57:16.527,,,2,neutral,1,
Official_run_1,self_20260531_155844,clip_134,59,2026-05-31T16:57:22.220,2026-05-31T16:57:42.237,2026-05-31T16:57:44.290,2026-05-31T16:58:14.304,,,2,neutral,4,
Official_run_1,self_20260531_155844,clip_024,60,2026-05-31T16:58:21.483,2026-05-31T16:58:41.487,2026-05-31T16:58:43.600,2026-05-31T16:59:13.613,,,2,neutral,4,
