user_id,session_id,clip_id,trial_index,rest_start_time,rest_end_time,clip_start_time,clip_end_time,preference,arousal,valence,mood,familiarity,notes
ryan_calib,self_20260602_030125,clip_005,1,2026-06-02T03:01:27.710,2026-06-02T03:01:47.725,2026-06-02T03:01:49.788,2026-06-02T03:02:19.794,,,positive,positive,1,
ryan_calib,self_20260602_030125,clip_003,2,2026-06-02T03:02:26.276,2026-06-02T03:02:46.296,2026-06-02T03:02:48.363,2026-06-02T03:03:18.366,,,negative,negative,5,
ryan_calib,self_20260602_030125,clip_002,3,2026-06-02T03:03:25.418,2026-06-02T03:03:45.436,2026-06-02T03:03:47.499,2026-06-02T03:04:17.507,,,positive,positive,4,
ryan_calib,self_20260602_030125,clip_048,4,2026-06-02T03:04:25.545,2026-06-02T03:04:45.560,2026-06-02T03:04:47.631,2026-06-02T03:05:17.663,,,negative,negative,5,
ryan_calib,self_20260602_030125,clip_025,5,2026-06-02T03:05:27.012,2026-06-02T03:05:47.020,2026-06-02T03:05:49.084,2026-06-02T03:06:19.093,,,neutral,neutral,4,
ryan_calib,self_20260602_030125,clip_027,6,2026-06-02T03:06:26.524,2026-06-02T03:06:46.534,2026-06-02T03:06:48.604,2026-06-02T03:07:18.635,,,positive,positive,4,
ryan_calib,self_20260602_030125,clip_052,7,2026-06-02T03:07:25.422,2026-06-02T03:07:45.433,2026-06-02T03:07:47.508,2026-06-02T03:08:17.522,,,positive,positive,5,
ryan_calib,self_20260602_030125,clip_053,8,2026-06-02T03:08:25.144,2026-06-02T03:08:45.147,2026-06-02T03:08:47.238,2026-06-02T03:09:17.240,,,positive,positive,5,
ryan_calib,self_20260602_030125,clip_045,9,2026-06-02T03:09:23.980,2026-06-02T03:09:43.983,2026-06-02T03:09:46.072,2026-06-02T03:10:16.079,,,negative,negative,4,
ryan_calib,self_20260602_030125,clip_024,10,2026-06-02T03:10:23.756,2026-06-02T03:10:43.773,2026-06-02T03:10:45.846,2026-06-02T03:11:15.871,,,neutral,neutral,4,
ryan_calib,self_20260602_030125,clip_080,11,2026-06-02T03:11:23.706,2026-06-02T03:11:43.717,2026-06-02T03:11:45.779,2026-06-02T03:12:15.785,,,positive,positive,5,
ryan_calib,self_20260602_030125,clip_058,12,2026-06-02T03:12:23.469,2026-06-02T03:12:43.488,2026-06-02T03:12:45.564,2026-06-02T03:13:15.570,,,positive,positive,4,
