user_id,session_id,clip_id,trial_index,rest_start_time,rest_end_time,clip_start_time,clip_end_time,preference,arousal,valence,mood,familiarity,notes
demo_user_03,demo_session_03,clip_007,1,2026-05-25T15:45:29.000,2026-05-25T15:45:59.163,2026-05-25T15:46:01.163,2026-05-25T15:46:31.459,2,3,5,happy,2,
demo_user_03,demo_session_03,clip_004,2,2026-05-25T15:47:29.000,2026-05-25T15:47:59.066,2026-05-25T15:48:01.066,2026-05-25T15:48:31.705,3,4,5,excited,3,
demo_user_03,demo_session_03,clip_012,3,2026-05-25T15:49:29.000,2026-05-25T15:49:59.187,2026-05-25T15:50:01.187,2026-05-25T15:50:31.235,2,2,1,relaxed,2,
demo_user_03,demo_session_03,clip_003,4,2026-05-25T15:51:29.000,2026-05-25T15:51:59.107,2026-05-25T15:52:01.107,2026-05-25T15:52:31.616,3,2,1,sad,5,
demo_user_03,demo_session_03,clip_002,5,2026-05-25T15:53:29.000,2026-05-25T15:53:59.029,2026-05-25T15:54:01.029,2026-05-25T15:54:31.349,2,4,4,happy,1,
demo_user_03,demo_session_03,clip_013,6,2026-05-25T15:55:29.000,2026-05-25T15:55:59.278,2026-05-25T15:56:01.278,2026-05-25T15:56:31.693,4,4,5,neutral,2,
demo_user_03,demo_session_03,clip_005,7,2026-05-25T15:57:29.000,2026-05-25T15:57:59.219,2026-05-25T15:58:01.219,2026-05-25T15:58:31.830,2,1,4,relaxed,3,
demo_user_03,demo_session_03,clip_010,8,2026-05-25T15:59:29.000,2026-05-25T15:59:59.284,2026-05-25T16:00:01.284,2026-05-25T16:00:31.520,2,3,2,sad,2,
demo_user_03,demo_session_03,clip_001,9,2026-05-25T16:01:29.000,2026-05-25T16:01:59.051,2026-05-25T16:02:01.051,2026-05-25T16:02:31.671,4,4,5,relaxed,2,
demo_user_03,demo_session_03,clip_009,10,2026-05-25T16:03:29.000,2026-05-25T16:03:59.241,2026-05-25T16:04:01.241,2026-05-25T16:04:31.652,3,4,4,excited,2,
demo_user_03,demo_session_03,clip_014,11,2026-05-25T16:05:29.000,2026-05-25T16:05:59.115,2026-05-25T16:06:01.115,2026-05-25T16:06:31.725,4,2,5,relaxed,2,
demo_user_03,demo_session_03,clip_008,12,2026-05-25T16:07:29.000,2026-05-25T16:07:59.179,2026-05-25T16:08:01.179,2026-05-25T16:08:31.288,4,2,5,relaxed,4,
demo_user_03,demo_session_03,clip_017,13,2026-05-25T16:09:29.000,2026-05-25T16:09:59.092,2026-05-25T16:10:01.092,2026-05-25T16:10:31.212,4,2,5,relaxed,3,
demo_user_03,demo_session_03,clip_016,14,2026-05-25T16:11:29.000,2026-05-25T16:11:59.091,2026-05-25T16:12:01.091,2026-05-25T16:12:31.752,3,2,3,neutral,4,
demo_user_03,demo_session_03,clip_018,15,2026-05-25T16:13:29.000,2026-05-25T16:13:59.188,2026-05-25T16:14:01.188,2026-05-25T16:14:31.401,3,2,3,relaxed,4,
demo_user_03,demo_session_03,clip_006,16,2026-05-25T16:15:29.000,2026-05-25T16:15:59.162,2026-05-25T16:16:01.162,2026-05-25T16:16:31.850,3,3,1,annoyed,4,
demo_user_03,demo_session_03,clip_011,17,2026-05-25T16:17:29.000,2026-05-25T16:17:59.162,2026-05-25T16:18:01.162,2026-05-25T16:18:31.415,5,5,4,happy,5,
demo_user_03,demo_session_03,clip_015,18,2026-05-25T16:19:29.000,2026-05-25T16:19:59.058,2026-05-25T16:20:01.058,2026-05-25T16:20:31.134,5,2,4,relaxed,3,
