user_id,session_id,clip_id,trial_index,rest_start_time,rest_end_time,clip_start_time,clip_end_time,preference,arousal,valence,mood,familiarity,notes
demo_user_02,demo_session_02,clip_016,1,2026-05-25T15:45:29.000,2026-05-25T15:45:59.255,2026-05-25T15:46:01.255,2026-05-25T15:46:31.407,3,3,4,neutral,1,
demo_user_02,demo_session_02,clip_005,2,2026-05-25T15:47:29.000,2026-05-25T15:47:59.157,2026-05-25T15:48:01.157,2026-05-25T15:48:31.393,3,3,5,relaxed,2,
demo_user_02,demo_session_02,clip_006,3,2026-05-25T15:49:29.000,2026-05-25T15:49:59.117,2026-05-25T15:50:01.117,2026-05-25T15:50:31.319,1,4,2,tense,4,
demo_user_02,demo_session_02,clip_010,4,2026-05-25T15:51:29.000,2026-05-25T15:51:59.300,2026-05-25T15:52:01.300,2026-05-25T15:52:31.659,4,1,1,relaxed,4,
demo_user_02,demo_session_02,clip_015,5,2026-05-25T15:53:29.000,2026-05-25T15:53:59.125,2026-05-25T15:54:01.125,2026-05-25T15:54:31.669,2,1,3,neutral,2,
demo_user_02,demo_session_02,clip_004,6,2026-05-25T15:55:29.000,2026-05-25T15:55:59.232,2026-05-25T15:56:01.232,2026-05-25T15:56:31.483,4,5,3,excited,5,
demo_user_02,demo_session_02,clip_013,7,2026-05-25T15:57:29.000,2026-05-25T15:57:59.293,2026-05-25T15:58:01.293,2026-05-25T15:58:31.968,3,2,3,neutral,3,
demo_user_02,demo_session_02,clip_011,8,2026-05-25T15:59:29.000,2026-05-25T15:59:59.081,2026-05-25T16:00:01.081,2026-05-25T16:00:31.453,3,4,4,happy,1,
demo_user_02,demo_session_02,clip_007,9,2026-05-25T16:01:29.000,2026-05-25T16:01:59.071,2026-05-25T16:02:01.071,2026-05-25T16:02:31.117,4,3,4,relaxed,1,
demo_user_02,demo_session_02,clip_001,10,2026-05-25T16:03:29.000,2026-05-25T16:03:59.001,2026-05-25T16:04:01.001,2026-05-25T16:04:31.688,4,3,3,neutral,4,
demo_user_02,demo_session_02,clip_002,11,2026-05-25T16:05:29.000,2026-05-25T16:05:59.034,2026-05-25T16:06:01.034,2026-05-25T16:06:31.557,3,5,5,happy,5,
demo_user_02,demo_session_02,clip_003,12,2026-05-25T16:07:29.000,2026-05-25T16:07:59.300,2026-05-25T16:08:01.300,2026-05-25T16:08:31.511,2,2,2,relaxed,1,
demo_user_02,demo_session_02,clip_017,13,2026-05-25T16:09:29.000,2026-05-25T16:09:59.084,2026-05-25T16:10:01.084,2026-05-25T16:10:31.439,2,2,3,relaxed,5,
demo_user_02,demo_session_02,clip_009,14,2026-05-25T16:11:29.000,2026-05-25T16:11:59.271,2026-05-25T16:12:01.271,2026-05-25T16:12:31.877,4,5,5,happy,5,
demo_user_02,demo_session_02,clip_008,15,2026-05-25T16:13:29.000,2026-05-25T16:13:59.219,2026-05-25T16:14:01.219,2026-05-25T16:14:31.520,4,2,5,relaxed,5,
demo_user_02,demo_session_02,clip_018,16,2026-05-25T16:15:29.000,2026-05-25T16:15:59.091,2026-05-25T16:16:01.091,2026-05-25T16:16:31.736,4,3,3,neutral,3,
demo_user_02,demo_session_02,clip_014,17,2026-05-25T16:17:29.000,2026-05-25T16:17:59.015,2026-05-25T16:18:01.015,2026-05-25T16:18:31.077,3,4,5,happy,2,
demo_user_02,demo_session_02,clip_012,18,2026-05-25T16:19:29.000,2026-05-25T16:19:59.026,2026-05-25T16:20:01.026,2026-05-25T16:20:31.451,1,3,2,relaxed,2,
