timestamp,user_id,session_id,clip_id,trial_index,phase,hr,eda,source,raw_line
2026-05-26T16:12:35.839,jason3,self_20260526_161225,clip_004,1,rest,72.024,1.2501,mock,
2026-05-26T16:12:36.076,jason3,self_20260526_161225,clip_004,1,rest,72.236,1.2673,mock,
2026-05-26T16:12:36.290,jason3,self_20260526_161225,clip_004,1,rest,72.395,1.2379,mock,
2026-05-26T16:12:36.510,jason3,self_20260526_161225,clip_004,1,rest,72.891,1.2601,mock,
2026-05-26T16:12:36.726,jason3,self_20260526_161225,clip_004,1,rest,72.676,1.2696,mock,
2026-05-26T16:12:36.943,jason3,self_20260526_161225,clip_004,1,rest,73.16,1.2889,mock,
2026-05-26T16:12:37.165,jason3,self_20260526_161225,clip_004,1,rest,73.628,1.2769,mock,
2026-05-26T16:12:37.386,jason3,self_20260526_161225,clip_004,1,rest,72.819,1.2637,mock,
2026-05-26T16:12:37.608,jason3,self_20260526_161225,clip_004,1,rest,73.675,1.3022,mock,
2026-05-26T16:12:37.826,jason3,self_20260526_161225,clip_004,1,rest,73.692,1.2846,mock,
2026-05-26T16:12:38.050,jason3,self_20260526_161225,clip_004,1,rest,74.196,1.268,mock,
2026-05-26T16:12:38.268,jason3,self_20260526_161225,clip_004,1,rest,73.759,1.3007,mock,
2026-05-26T16:12:38.492,jason3,self_20260526_161225,clip_004,1,rest,74.742,1.2933,mock,
2026-05-26T16:12:38.710,jason3,self_20260526_161225,clip_004,1,rest,74.54,1.304,mock,
2026-05-26T16:12:38.932,jason3,self_20260526_161225,clip_004,1,rest,74.967,1.287,mock,
2026-05-26T16:12:39.154,jason3,self_20260526_161225,clip_004,1,rest,74.957,1.2844,mock,
2026-05-26T16:12:39.376,jason3,self_20260526_161225,clip_004,1,rest,72.859,1.3013,mock,
2026-05-26T16:12:39.599,jason3,self_20260526_161225,clip_004,1,rest,74.181,1.3268,mock,
2026-05-26T16:12:39.824,jason3,self_20260526_161225,clip_004,1,rest,75.412,1.2986,mock,
2026-05-26T16:12:40.048,jason3,self_20260526_161225,clip_004,1,rest,75.658,1.305,mock,
2026-05-26T16:12:40.273,jason3,self_20260526_161225,clip_004,1,rest,75.117,1.3188,mock,
2026-05-26T16:12:40.495,jason3,self_20260526_161225,clip_004,1,rest,75.362,1.3384,mock,
2026-05-26T16:12:40.718,jason3,self_20260526_161225,clip_004,1,rest,75.828,1.3343,mock,
2026-05-26T16:12:40.942,jason3,self_20260526_161225,clip_004,1,rest,75.928,1.3391,mock,
2026-05-26T16:12:41.167,jason3,self_20260526_161225,clip_004,1,rest,75.12,1.3239,mock,
2026-05-26T16:12:41.390,jason3,self_20260526_161225,clip_004,1,rest,75.308,1.3448,mock,
2026-05-26T16:12:41.611,jason3,self_20260526_161225,clip_004,1,rest,75.532,1.3749,mock,
2026-05-26T16:12:41.834,jason3,self_20260526_161225,clip_004,1,rest,75.197,1.3259,mock,
2026-05-26T16:12:42.059,jason3,self_20260526_161225,clip_004,1,rest,76.364,1.3661,mock,
2026-05-26T16:12:42.283,jason3,self_20260526_161225,clip_004,1,rest,76.229,1.3596,mock,
2026-05-26T16:12:42.508,jason3,self_20260526_161225,clip_004,1,rest,76.914,1.3479,mock,
2026-05-26T16:12:42.733,jason3,self_20260526_161225,clip_004,1,rest,74.952,1.3435,mock,
2026-05-26T16:12:42.960,jason3,self_20260526_161225,clip_004,1,rest,76.64,1.3318,mock,
2026-05-26T16:12:43.189,jason3,self_20260526_161225,clip_004,1,rest,76.014,1.3592,mock,
2026-05-26T16:12:43.413,jason3,self_20260526_161225,clip_004,1,rest,75.778,1.368,mock,
2026-05-26T16:12:43.635,jason3,self_20260526_161225,clip_004,1,rest,76.406,1.3937,mock,
2026-05-26T16:12:43.859,jason3,self_20260526_161225,clip_004,1,rest,76.426,1.3513,mock,
2026-05-26T16:12:44.084,jason3,self_20260526_161225,clip_004,1,rest,75.583,1.3494,mock,
2026-05-26T16:12:44.309,jason3,self_20260526_161225,clip_004,1,rest,76.619,1.3547,mock,
