timestamp,user_id,session_id,clip_id,trial_index,phase,hr,eda,source,raw_line
2026-05-26T16:32:38.168,jason5,self_20260526_163232,clip_018,1,rest,72.023,1.2501,mock,
2026-05-26T16:32:38.527,jason5,self_20260526_163232,clip_018,1,rest,72.333,1.2693,mock,
2026-05-26T16:32:38.727,jason5,self_20260526_163232,clip_018,1,rest,72.48,1.2398,mock,
2026-05-26T16:32:38.944,jason5,self_20260526_163232,clip_018,1,rest,72.974,1.2619,mock,
2026-05-26T16:32:39.164,jason5,self_20260526_163232,clip_018,1,rest,72.761,1.2714,mock,
2026-05-26T16:32:39.367,jason5,self_20260526_163232,clip_018,1,rest,73.233,1.2905,mock,
2026-05-26T16:32:39.585,jason5,self_20260526_163232,clip_018,1,rest,73.697,1.2784,mock,
2026-05-26T16:32:39.806,jason5,self_20260526_163232,clip_018,1,rest,72.887,1.2652,mock,
2026-05-26T16:32:40.028,jason5,self_20260526_163232,clip_018,1,rest,73.742,1.3037,mock,
2026-05-26T16:32:40.250,jason5,self_20260526_163232,clip_018,1,rest,73.76,1.2861,mock,
2026-05-26T16:32:40.468,jason5,self_20260526_163232,clip_018,1,rest,74.258,1.2694,mock,
2026-05-26T16:32:40.690,jason5,self_20260526_163232,clip_018,1,rest,73.822,1.3021,mock,
2026-05-26T16:32:40.910,jason5,self_20260526_163232,clip_018,1,rest,74.801,1.2946,mock,
2026-05-26T16:32:41.132,jason5,self_20260526_163232,clip_018,1,rest,74.601,1.3054,mock,
2026-05-26T16:32:41.365,jason5,self_20260526_163232,clip_018,1,rest,75.033,1.2886,mock,
2026-05-26T16:32:41.584,jason5,self_20260526_163232,clip_018,1,rest,75.018,1.2859,mock,
2026-05-26T16:32:41.807,jason5,self_20260526_163232,clip_018,1,rest,72.918,1.3028,mock,
2026-05-26T16:32:42.030,jason5,self_20260526_163232,clip_018,1,rest,74.238,1.3283,mock,
2026-05-26T16:32:42.249,jason5,self_20260526_163232,clip_018,1,rest,75.463,1.3,mock,
2026-05-26T16:32:42.470,jason5,self_20260526_163232,clip_018,1,rest,75.705,1.3063,mock,
2026-05-26T16:32:42.694,jason5,self_20260526_163232,clip_018,1,rest,75.161,1.32,mock,
2026-05-26T16:32:42.916,jason5,self_20260526_163232,clip_018,1,rest,75.403,1.3396,mock,
2026-05-26T16:32:43.138,jason5,self_20260526_163232,clip_018,1,rest,75.866,1.3355,mock,
2026-05-26T16:32:43.359,jason5,self_20260526_163232,clip_018,1,rest,75.962,1.3402,mock,
2026-05-26T16:32:43.577,jason5,self_20260526_163232,clip_018,1,rest,75.149,1.3249,mock,
2026-05-26T16:32:43.809,jason5,self_20260526_163232,clip_018,1,rest,75.337,1.3459,mock,
2026-05-26T16:32:44.031,jason5,self_20260526_163232,clip_018,1,rest,75.558,1.376,mock,
2026-05-26T16:32:44.254,jason5,self_20260526_163232,clip_018,1,rest,75.22,1.3269,mock,
2026-05-26T16:32:44.478,jason5,self_20260526_163232,clip_018,1,rest,76.385,1.3671,mock,
2026-05-26T16:32:44.701,jason5,self_20260526_163232,clip_018,1,rest,76.246,1.3605,mock,
2026-05-26T16:32:44.926,jason5,self_20260526_163232,clip_018,1,rest,76.928,1.3488,mock,
2026-05-26T16:32:45.145,jason5,self_20260526_163232,clip_018,1,rest,74.962,1.3442,mock,
2026-05-26T16:32:45.369,jason5,self_20260526_163232,clip_018,1,rest,76.647,1.3325,mock,
2026-05-26T16:32:45.593,jason5,self_20260526_163232,clip_018,1,rest,76.017,1.3598,mock,
2026-05-26T16:32:45.818,jason5,self_20260526_163232,clip_018,1,rest,75.779,1.3686,mock,
2026-05-26T16:32:46.043,jason5,self_20260526_163232,clip_018,1,rest,76.404,1.3942,mock,
2026-05-26T16:32:46.268,jason5,self_20260526_163232,clip_018,1,rest,76.421,1.3518,mock,
2026-05-26T16:32:46.493,jason5,self_20260526_163232,clip_018,1,rest,75.575,1.3499,mock,
2026-05-26T16:32:46.724,jason5,self_20260526_163232,clip_018,1,rest,76.608,1.3552,mock,
2026-05-26T16:32:46.950,jason5,self_20260526_163232,clip_018,1,rest,75.857,1.3761,mock,
2026-05-26T16:32:47.183,jason5,self_20260526_163232,clip_018,1,rest,75.356,1.3615,mock,
2026-05-26T16:32:47.408,jason5,self_20260526_163232,clip_018,1,rest,74.523,1.3506,mock,
2026-05-26T16:32:47.632,jason5,self_20260526_163232,clip_018,1,rest,75.356,1.3739,mock,
2026-05-26T16:32:47.858,jason5,self_20260526_163232,clip_018,1,rest,76.522,1.3681,mock,
2026-05-26T16:32:48.081,jason5,self_20260526_163232,clip_018,1,rest,75.797,1.3715,mock,
2026-05-26T16:32:48.301,jason5,self_20260526_163232,clip_018,1,rest,76.294,1.3828,mock,
2026-05-26T16:32:48.526,jason5,self_20260526_163232,clip_018,1,rest,75.639,1.3546,mock,
2026-05-26T16:32:48.751,jason5,self_20260526_163232,clip_018,1,rest,75.985,1.3756,mock,
2026-05-26T16:32:48.976,jason5,self_20260526_163232,clip_018,1,rest,76.11,1.3696,mock,
2026-05-26T16:32:49.204,jason5,self_20260526_163232,clip_018,1,rest,76.509,1.3646,mock,
2026-05-26T16:32:49.431,jason5,self_20260526_163232,clip_018,1,rest,76.141,1.3715,mock,
2026-05-26T16:32:49.659,jason5,self_20260526_163232,clip_018,1,rest,74.542,1.3526,mock,
2026-05-26T16:32:49.881,jason5,self_20260526_163232,clip_018,1,rest,74.673,1.3904,mock,
2026-05-26T16:32:50.107,jason5,self_20260526_163232,clip_018,1,rest,75.217,1.3789,mock,
2026-05-26T16:32:50.335,jason5,self_20260526_163232,clip_018,1,rest,72.843,1.3785,mock,
2026-05-26T16:32:50.560,jason5,self_20260526_163232,clip_018,1,rest,74.753,1.3588,mock,
2026-05-26T16:32:50.794,jason5,self_20260526_163232,clip_018,1,rest,73.771,1.3661,mock,
2026-05-26T16:32:51.018,jason5,self_20260526_163232,clip_018,1,rest,75.266,1.3493,mock,
2026-05-26T16:32:51.247,jason5,self_20260526_163232,clip_018,1,rest,73.6,1.3843,mock,
2026-05-26T16:32:51.476,jason5,self_20260526_163232,clip_018,1,rest,73.424,1.3572,mock,
2026-05-26T16:32:51.701,jason5,self_20260526_163232,clip_018,1,rest,73.64,1.3426,mock,
2026-05-26T16:32:51.918,jason5,self_20260526_163232,clip_018,1,rest,73.565,1.3416,mock,
2026-05-26T16:32:52.140,jason5,self_20260526_163232,clip_018,1,rest,73.863,1.3582,mock,
2026-05-26T16:32:52.363,jason5,self_20260526_163232,clip_018,1,rest,74.671,1.3607,mock,
2026-05-26T16:32:52.585,jason5,self_20260526_163232,clip_018,1,rest,73.857,1.3351,mock,
2026-05-26T16:32:52.809,jason5,self_20260526_163232,clip_018,1,rest,72.64,1.3576,mock,
2026-05-26T16:32:53.032,jason5,self_20260526_163232,clip_018,1,rest,73.771,1.3255,mock,
2026-05-26T16:32:53.255,jason5,self_20260526_163232,clip_018,1,rest,73.065,1.3575,mock,
2026-05-26T16:32:53.476,jason5,self_20260526_163232,clip_018,1,rest,73.269,1.3571,mock,
2026-05-26T16:32:53.699,jason5,self_20260526_163232,clip_018,1,rest,72.054,1.3362,mock,
2026-05-26T16:32:53.918,jason5,self_20260526_163232,clip_018,1,rest,70.968,1.3446,mock,
2026-05-26T16:32:54.135,jason5,self_20260526_163232,clip_018,1,rest,71.535,1.3695,mock,
2026-05-26T16:32:54.355,jason5,self_20260526_163232,clip_018,1,rest,71.066,1.3415,mock,
2026-05-26T16:32:54.571,jason5,self_20260526_163232,clip_018,1,rest,70.225,1.3281,mock,
2026-05-26T16:32:54.793,jason5,self_20260526_163232,clip_018,1,rest,71.332,1.3437,mock,
2026-05-26T16:32:55.014,jason5,self_20260526_163232,clip_018,1,rest,71.99,1.3278,mock,
2026-05-26T16:32:55.265,jason5,self_20260526_163232,clip_018,1,rest,70.002,1.332,mock,
