clip_id,track_name,artist,album,genre,preview_url,track_id,intended_arousal,intended_valence,intended_mood,song_query,artist_query,selection_method,match_score
clip_040,Canon in D,"Johann Pachelbel, Study Music Academy & Study Music Group","Canon in D Major, Set 4",Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/71/26/f9/7126f919-07bc-ac44-06cf-c96820a6dd59/mzaf_815117590717580870.plus.aac.p.m4a,882528680,low,positive,relaxed,Canon in D,Johann Pachelbel,best_score,90.0
clip_039,'Round Midnight,Thelonious Monk,The Essential Thelonious Monk,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/de/89/78/de8978da-fecf-f9dc-f177-b1ff17747c53/mzaf_6440961867909415748.plus.aac.p.m4a,193949454,low,negative,sad,Round Midnight,Thelonious Monk,best_score,102.0
clip_038,Birdland,Weather Report,Heavy Weather (Bonus Track Version),Fusion,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/99/a4/8c/99a48cde-42cf-e632-fc63-3cbae1d94b9b/mzaf_6657326805058781068.plus.aac.p.m4a,516411968,high,positive,excited,Birdland,Weather Report,best_score,102.0
clip_037,"A Love Supreme, Pt. 1: Acknowledgement",John Coltrane,A Love Supreme,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/46/57/ad/4657ad07-9bb1-a8f9-75d3-61a3f1d3dc8b/mzaf_2837170089287274786.plus.aac.p.m4a,1440713020,medium,positive,relaxed,A Love Supreme Part 1,John Coltrane,best_score,62.0
clip_036,Misty,Erroll Garner,The Original Misty,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/33/5d/a7/335da78d-6651-dd22-b75f-7e554aafdea0/mzaf_15900572932398837178.plus.aac.p.m4a,1443144347,low,positive,relaxed,Misty,Erroll Garner,best_score,102.0
clip_035,"Sing, Sing, Sing",Benny Goodman and His Orchestra,The Essential Benny Goodman,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/8f/3b/9c/8f3b9c71-d253-04bb-7237-abe38119dd84/mzaf_17361567345357636064.plus.aac.p.m4a,254891227,high,positive,excited,Sing Sing Sing,Benny Goodman,best_score,90.0
clip_034,Cantaloupe Island,Herbie Hancock,Empyrean Isles,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/42/88/ad/4288ad16-cc04-128c-33a8-a48c94120225/mzaf_14520593512721020701.plus.aac.p.m4a,1443829786,medium,positive,relaxed,Cantaloupe Island,Herbie Hancock,best_score,102.0
clip_033,Autumn Leaves,Cannonball Adderley,Somethin' Else (The Rudy Van Gelder Edition Remastered),Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/9d/15/dd/9d15dd86-acba-e342-5159-e5294bc8ba1f/mzaf_7967675758776200354.plus.aac.p.m4a,724730318,low,positive,relaxed,Autumn Leaves,Cannonball Adderley,best_score,102.0
clip_032,Strange Fruit,Billie Holiday,Billie Holiday,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b8/ad/8a/b8ad8a4e-4e4e-d99c-594d-449c5ee2bb48/mzaf_9840325949956676345.plus.aac.p.m4a,1469579573,low,negative,sad,Strange Fruit,Billie Holiday,best_score,102.0
clip_031,Giant Steps,John Coltrane,Hommage à Nesuhi,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/90/fb/07/90fb0711-3e18-a87c-dc7d-9a0d3abca7d7/mzaf_8668022937559269426.plus.aac.p.m4a,320536516,high,positive,excited,Giant Steps,John Coltrane,best_score,102.0
clip_030,My Favorite Things,John Coltrane,My Favorite Things,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/cd/bb/b5/cdbbb5d4-7b32-a4c9-2f28-a68485b567d7/mzaf_14821042230185024868.plus.aac.p.m4a,962193194,medium,positive,relaxed,My Favorite Things,John Coltrane,best_score,102.0
