clip_id,track_name,artist,album,genre,preview_url,track_id,intended_arousal,intended_valence,intended_mood,song_query,artist_query,selection_method,match_score
clip_120,La Tortura,Shakira,"Oral Fixation, Vols. 1 & 2 (With Bonus Videos)",Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/0e/dc/71/0edc713f-7e97-75cb-a398-4eefb28455ca/mzaf_11768271181412156203.plus.aac.p.m4a,212559598,high,negative,tense,La Tortura,Shakira,best_score,102.0
clip_119,"Bailando (English Version) [feat. Sean Paul, Descemer Bueno & Gente de Zona]",Enrique Iglesias,SEX and LOVE (Deluxe Edition),Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/11/d4/8f/11d48fd8-5132-8f1e-4675-d0bfecc0e900/mzaf_14165922165158894828.plus.aac.p.m4a,1440819669,high,positive,happy,Bailando,Enrique Iglesias,best_score,77.0
clip_118,Despacito,Luis Fonsi & Daddy Yankee,VIDA,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/40/5b/e7/405be722-3ec9-ba27-7469-002182d57b39/mzaf_14120258742032474456.plus.aac.p.m4a,1447401620,high,positive,excited,Despacito,Luis Fonsi,best_score,90.0
clip_117,Pull Me Under,Dream Theater,Images and Words,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/05/60/87/0560876b-e19a-4f4a-8ca8-9dc9199f4295/mzaf_6773742619117622600.plus.aac.p.m4a,282703594,high,negative,tense,Pull Me Under,Dream Theater,best_score,102.0
clip_116,Through the Fire and Flames,DragonForce,Inhuman Rampage,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/56/0c/4d/560c4d59-f18d-4b18-58eb-a740f98b00ba/mzaf_6229759668415352105.plus.aac.p.m4a,1679612971,high,positive,excited,Through the Fire and Flames,DragonForce,best_score,102.0
clip_115,Enter Sandman,Metallica,Metallica (Deluxe Box Set),Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/85/a5/65/85a565a5-c992-0a77-a1be-c4b190c7f395/mzaf_12174803259665081383.plus.aac.p.m4a,1572051818,high,negative,tense,Enter Sandman,Metallica,best_score,102.0
clip_114,War Pigs,Black Sabbath,The Ultimate Collection,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4a/46/9a/4a469add-f60e-a956-1403-062fd605058e/mzaf_14791061771600343554.plus.aac.p.m4a,1198293356,medium,negative,tense,War Pigs,Black Sabbath,best_score,102.0
clip_113,Ace of Spades,Motörhead,Ace of Spades (Expanded Edition),Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c9/92/05/c992051c-dc1e-eed5-b153-3bd6d9c5d581/mzaf_12000067792525113010.plus.aac.p.m4a,1439443121,high,negative,tense,Ace of Spades,Motorhead,best_score,72.0
clip_112,Painkiller,Judas Priest,Painkiller (Bonus Track Version),Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/5e/e2/f3/5ee2f348-fa19-82ea-211e-bf47e332683f/mzaf_8722546512858995708.plus.aac.p.m4a,207178166,high,negative,tense,Painkiller,Judas Priest,best_score,102.0
clip_111,Duality,Slipknot,Vol. 3: (The Subliminal Verses) [Deluxe Edition],Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6b/e4/45/6be4455a-7d97-ecc1-eb9a-1e6d3b8e7e5a/mzaf_7150647397889532045.plus.aac.p.m4a,926187884,high,negative,tense,Duality,Slipknot,best_score,102.0
clip_110,Chop Suey!,System Of A Down,Toxicity,Hard Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f4/a1/c2/f4a1c207-6d73-e3bd-8fcb-bd6c5037021a/mzaf_16212608709217830172.plus.aac.p.m4a,273714640,high,negative,tense,Chop Suey!,System Of A Down,best_score,102.0
clip_109,Holy Wars... The Punishment Due,Megadeth,Rust In Peace,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/87/2d/f4/872df4c1-3ec1-5185-66dd-2b989525b6c2/mzaf_16784168009519695132.plus.aac.p.m4a,724649275,high,negative,tense,Holy Wars,Megadeth,best_score,77.0
clip_108,The Trooper,Iron Maiden,"Stranger Things: Soundtrack from the Netflix Series, Season 5",Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/67/ee/d7/67eed7b7-a37a-dadb-725b-db78e2b64788/mzaf_11079257810099442545.plus.aac.p.m4a,1862239892,high,negative,tense,The Trooper,Iron Maiden,best_score,100.0
clip_107,Paranoid,Black Sabbath,Paranoid,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/87/7e/c4/877ec400-6e44-8bc4-bb22-b88273a3330d/mzaf_15381783367282008011.plus.aac.p.m4a,785232521,high,negative,tense,Paranoid,Black Sabbath,best_score,102.0
clip_106,Master of Puppets,Metallica,Master of Puppets (Deluxe Box Set),Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/da/e7/9c/dae79c08-a960-2d21-8eab-42e9d70e29e6/mzaf_7135498142102205621.plus.aac.p.m4a,1275819878,high,negative,tense,Master of Puppets,Metallica,best_score,102.0
clip_105,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/7b/67/fd/7b67fd07-6a7a-0362-135c-878ac5799f2c/mzaf_11309521725869189721.plus.aac.p.m4a,840431935,high,positive,happy,I Wanna Dance with Somebody,Whitney Houston,best_score,77.0
clip_104,Livin' On a Prayer,Bon Jovi,Slippery When Wet,Hard Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/fc/64/6c/fc646cf8-6322-09d6-c6b7-0cd148f6a47f/mzaf_14973517811432335325.plus.aac.p.m4a,1422955211,high,positive,excited,Livin' On A Prayer,Bon Jovi,best_score,102.0
